index_caracteristique_interieure;surface_carrez;type_local;nombre_ pieces_principales;index_adresse
16771;14.54;Appartement;1;16771
16772;47.69;Appartement;2;16772
16773;92.27;Maison;5;16773
16774;43.01;Appartement;2;16774
16775;49.21;Appartement;2;16775
16776;22.9;Appartement;1;16776
16777;75.58;Appartement;4;16777
16778;43.32;Appartement;2;16778
16779;39.71;Appartement;2;16779
16780;82.86;Appartement;4;16780
16781;33.07;Appartement;2;16781
16782;49.13;Appartement;2;16782
16783;56.74;Appartement;3;16783
16784;42.02;Appartement;2;16784
16785;46.72;Appartement;2;16785
16786;20.98;Appartement;2;16786
16787;63.54;Appartement;3;16787
16788;28.05;Appartement;1;16788
16789;96.57;Appartement;4;16789
16790;41;Appartement;2;16790
16791;48.04;Appartement;2;16791
16792;49.4;Appartement;2;16792
16793;20.54;Appartement;1;16793
16794;93.36;Appartement;5;16794
16795;98.45;Appartement;4;16795
16796;28.61;Appartement;1;16796
16797;40.41;Appartement;2;16797
16798;60.56;Appartement;3;16798
16799;102.64;Maison;6;16799
16800;71.8;Appartement;4;16800
16801;69.19;Appartement;3;16801
16802;77.96;Appartement;4;16802
16803;54.73;Appartement;2;16803
16804;43.77;Appartement;2;16804
16805;33.7;Appartement;3;16805
16806;23.88;Appartement;1;16806
16807;99.74;Maison;4;16807
16808;28.38;Appartement;1;16808
16809;102.83;Maison;5;16809
16810;133.8;Maison;5;16810
16811;136.22;Maison;5;16811
16812;91.49;Maison;5;16812
16813;61.11;Appartement;3;16813
16814;131.9;Maison;6;16814
16815;35;Appartement;3;16815
16816;51.94;Appartement;2;16816
16817;73.9;Appartement;3;16817
16818;112.72;Maison;3;16818
16819;20.64;Appartement;1;16819
16820;91.49;Maison;5;16820
16821;70.68;Appartement;3;16821
16822;77.27;Appartement;4;16822
16823;54.37;Appartement;2;16823
16824;30.4;Appartement;1;16824
16825;34.91;Appartement;2;16825
16826;32.13;Appartement;2;16826
16827;41.17;Appartement;2;16827
16828;41.17;Appartement;2;16828
16829;73.93;Appartement;4;16829
16830;31.63;Appartement;2;16830
16831;109.23;Maison;6;16831
16832;70.94;Appartement;3;16832
16833;82.29;Appartement;4;16833
16834;40.07;Appartement;2;16834
16835;97.69;Appartement;4;16835
16836;146;Appartement;4;16836
16837;102.13;Maison;5;16837
16838;30.15;Appartement;1;16838
16839;33.46;Appartement;2;16839
16840;104.34;Maison;5;16840
16841;120.68;Maison;5;16841
16842;75.74;Maison;4;16842
16843;47.22;Appartement;2;16843
16844;53.05;Appartement;3;16844
16845;56.39;Appartement;3;16845
16846;48.17;Appartement;2;16846
16847;62.15;Appartement;2;16847
16848;101.85;Maison;4;16848
16849;22.2;Appartement;1;16849
16850;65.52;Appartement;2;16850
16851;32.45;Appartement;1;16851
16852;60.95;Maison;3;16852
16853;38.07;Appartement;1;16853
16854;87.31;Appartement;4;16854
16855;75.51;Appartement;4;16855
16856;52.02;Appartement;2;16856
16857;84.09;Maison;4;16857
16858;66.27;Appartement;3;16858
16859;19.57;Appartement;1;16859
16860;21.59;Appartement;1;16860
16861;84.94;Maison;3;16861
16862;48.34;Appartement;2;16862
16863;30.74;Appartement;1;16863
16864;82.11;Appartement;4;16864
16865;93.44;Appartement;5;16865
16866;60.41;Appartement;3;16866
16867;61.89;Appartement;3;16867
16868;39.23;Appartement;2;16868
16869;45.12;Appartement;2;16869
16870;91.2;Maison;5;16870
16871;73.77;Appartement;5;16871
16872;81.06;Appartement;3;16872
16873;75.12;Maison;4;16873
16874;90.7;Appartement;3;16874
16875;30.45;Appartement;1;16875
16876;77.73;Maison;5;16876
16877;115.99;Maison;6;16877
16878;80.02;Maison;4;16878
16879;63.72;Appartement;3;16879
16880;39.62;Appartement;3;16880
16881;52.53;Maison;2;16881
16882;91;Maison;3;16882
16883;25.7;Appartement;2;16883
16884;68.77;Appartement;3;16884
16885;36.2;Appartement;2;16885
16886;91.49;Maison;4;16886
16887;106.92;Maison;5;16887
16888;84.65;Appartement;4;16888
16889;16.99;Appartement;1;16889
16890;41.01;Appartement;2;16890
16891;75.6;Maison;4;16891
16892;93.66;Appartement;4;16892
16893;90.83;Appartement;4;16893
16894;65.03;Appartement;3;16894
16895;51.77;Appartement;3;16895
16896;69.96;Appartement;3;16896
16897;115.79;Maison;6;16897
16898;17.1;Appartement;1;16898
16899;50.2;Appartement;2;16899
16900;69.43;Maison;4;16900
16901;67.8;Appartement;3;16901
16902;70.48;Appartement;3;16902
16903;30.49;Appartement;2;16903
16904;41.59;Appartement;1;16904
16905;81.07;Maison;4;16905
16906;69.86;Appartement;3;16906
16907;61.58;Appartement;2;16907
16908;100.2;Maison;4;16908
16909;71.8;Maison;3;16909
16910;24.54;Appartement;2;16910
16911;57.48;Appartement;3;16911
16912;30.29;Appartement;2;16912
16913;35.91;Appartement;3;16913
16914;55.63;Appartement;4;16914
16915;166.68;Maison;5;16915
16916;245;Maison;6;16916
16917;67.76;Appartement;4;16917
16918;56.57;Appartement;3;16918
16919;33.08;Appartement;1;16919
16920;74.84;Appartement;4;16920
16921;62.34;Appartement;2;16921
16922;50.52;Appartement;2;16922
16923;58.47;Appartement;3;16923
16924;47.8;Appartement;2;16924
16925;40.18;Appartement;1;16925
16926;124.98;Maison;7;16926
16927;73.87;Appartement;5;16927
16928;73.03;Maison;5;16928
16929;27.47;Appartement;2;16929
16930;70.44;Appartement;3;16930
16931;74.36;Appartement;5;16931
16932;75.49;Maison;4;16932
16933;99.1;Maison;5;16933
16934;83.78;Maison;4;16934
16935;77.87;Maison;4;16935
16936;36.55;Appartement;2;16936
16937;28.97;Appartement;1;16937
16938;95.7;Appartement;3;16938
16939;31.15;Appartement;1;16939
16940;34.4;Appartement;3;16940
16941;47.7;Appartement;2;16941
16942;34.58;Appartement;1;16942
16943;46.74;Appartement;2;16943
16944;59.6;Appartement;3;16944
16945;85.89;Appartement;3;16945
16946;50.58;Appartement;3;16946
16947;35.63;Maison;2;16947
16948;119.11;Maison;6;16948
16949;36.25;Appartement;2;16949
16950;103.77;Maison;5;16950
16951;41.65;Appartement;2;16951
16952;40.71;Appartement;1;16952
16953;105.2;Maison;6;16953
16954;60.07;Appartement;3;16954
16955;63.06;Appartement;4;16955
16956;74.67;Appartement;4;16956
16957;105.04;Maison;5;16957
16958;37.5;Appartement;2;16958
16959;76.06;Appartement;3;16959
16960;72.66;Appartement;3;16960
16961;37.34;Appartement;3;16961
16962;117.5;Appartement;5;16962
16963;57.4;Appartement;2;16963
16964;24.08;Appartement;1;16964
16965;35.75;Appartement;1;16965
16966;44.93;Appartement;1;16966
16967;16.14;Appartement;1;16967
16968;27.12;Appartement;1;16968
16969;44.65;Appartement;2;16969
16970;89.54;Maison;5;16970
16971;66.71;Appartement;2;16971
16972;40.58;Appartement;2;16972
16973;78.35;Appartement;4;16973
16974;41.8;Appartement;1;16974
16975;62.03;Appartement;3;16975
16976;65.1;Appartement;3;16976
16977;82.72;Appartement;4;16977
16978;90;Maison;4;16978
16979;74.66;Maison;4;16979
16980;49.51;Appartement;2;16980
16981;135;Maison;7;16981
16982;76.4;Appartement;4;16982
16983;82.28;Appartement;3;16983
16984;113.26;Appartement;5;16984
16985;98.94;Maison;4;16985
16986;78.49;Maison;4;16986
16987;73.51;Appartement;3;16987
16988;21.11;Appartement;1;16988
16989;105.65;Maison;6;16989
16990;23.08;Appartement;2;16990
16991;75.55;Appartement;4;16991
16992;92.26;Appartement;4;16992
16993;33.31;Appartement;1;16993
16994;89;Appartement;4;16994
16995;47.26;Appartement;2;16995
16996;89.5;Appartement;4;16996
16997;48.4;Appartement;2;16997
16998;28.61;Appartement;3;16998
16999;67.78;Appartement;3;16999
17000;42.99;Appartement;2;17000
17001;66.1;Appartement;3;17001
17002;66.63;Appartement;4;17002
17003;15.1;Appartement;1;17003
17004;72.85;Appartement;3;17004
17005;65.57;Maison;3;17005
17006;40.27;Appartement;2;17006
17007;98.96;Maison;5;17007
17008;100.36;Maison;4;17008
17009;93.46;Maison;5;17009
17010;102.55;Maison;4;17010
17011;90.87;Maison;4;17011
17012;157;Maison;6;17012
17013;46.88;Appartement;2;17013
17014;48;Appartement;2;17014
17015;25.2;Appartement;1;17015
17016;53.69;Appartement;3;17016
17017;58.52;Appartement;3;17017
17018;106.95;Maison;6;17018
17019;87.8;Appartement;4;17019
17020;76.62;Appartement;3;17020
17021;63.55;Maison;5;17021
17022;45.2;Appartement;2;17022
17023;74.36;Appartement;5;17023
17024;38.08;Appartement;1;17024
17025;82.34;Maison;4;17025
17026;61.92;Appartement;3;17026
17027;42.9;Appartement;2;17027
17028;43.88;Appartement;2;17028
17029;139.3;Maison;6;17029
17030;75.09;Maison;4;17030
17031;63.04;Appartement;3;17031
17032;44.26;Appartement;2;17032
17033;63.99;Appartement;3;17033
17034;17.72;Appartement;1;17034
17035;60.23;Appartement;3;17035
17036;84.66;Maison;4;17036
17037;43.24;Appartement;2;17037
17038;65.8;Appartement;3;17038
17039;41.99;Maison;3;17039
17040;100.82;Appartement;3;17040
17041;60.9;Appartement;3;17041
17042;113.05;Maison;6;17042
17043;33.78;Appartement;2;17043
17044;38.3;Appartement;2;17044
17045;83.47;Maison;5;17045
17046;134.74;Maison;4;17046
17047;33.85;Appartement;1;17047
17048;53.87;Appartement;2;17048
17049;48.92;Appartement;2;17049
17050;78.94;Appartement;4;17050
17051;55.57;Appartement;2;17051
17052;63.03;Appartement;3;17052
17053;77.3;Maison;3;17053
17054;74.04;Maison;3;17054
17055;63.8;Appartement;3;17055
17056;33.05;Appartement;2;17056
17057;61.5;Appartement;3;17057
17058;39.04;Appartement;2;17058
17059;17.53;Appartement;1;17059
17060;80.91;Appartement;4;17060
17061;85.83;Appartement;4;17061
17062;23.13;Appartement;1;17062
17063;28.26;Appartement;1;17063
17064;20.13;Appartement;1;17064
17065;82.5;Appartement;4;17065
17066;93.04;Appartement;4;17066
17067;37.02;Appartement;2;17067
17068;58.5;Appartement;3;17068
17069;42.59;Appartement;2;17069
17070;81.8;Maison;4;17070
17071;30.55;Appartement;1;17071
17072;318;Maison;6;17072
17073;85;Maison;4;17073
17074;62.25;Appartement;3;17074
17075;65.05;Maison;4;17075
17076;47.62;Maison;1;17076
17077;71.63;Appartement;3;17077
17078;27.21;Appartement;1;17078
17079;63.58;Appartement;3;17079
17080;65.45;Appartement;4;17080
17081;75.02;Appartement;2;17081
17082;44.27;Appartement;2;17082
17083;101.82;Maison;5;17083
17084;27.9;Appartement;2;17084
17085;117.29;Maison;5;17085
17086;71.53;Appartement;4;17086
17087;80.98;Appartement;4;17087
17088;81.1;Appartement;4;17088
17089;97.25;Maison;5;17089
17090;26.26;Appartement;2;17090
17091;92.43;Appartement;4;17091
17092;62.89;Appartement;3;17092
17093;27.73;Appartement;1;17093
17094;81.81;Appartement;4;17094
17095;31.8;Appartement;1;17095
17096;65.1;Appartement;4;17096
17097;64.5;Appartement;3;17097
17098;35.94;Appartement;1;17098
17099;35.05;Appartement;2;17099
17100;78.02;Appartement;3;17100
17101;64.28;Appartement;3;17101
17102;88.11;Maison;4;17102
17103;23;Appartement;1;17103
17104;57.16;Appartement;3;17104
17105;52.95;Maison;2;17105
17106;129.49;Maison;7;17106
17107;61.44;Appartement;3;17107
17108;26.91;Appartement;1;17108
17109;74.95;Appartement;3;17109
17110;34.26;Appartement;1;17110
17111;40.94;Appartement;2;17111
17112;67;Appartement;3;17112
17113;49.36;Maison;3;17113
17114;48.69;Appartement;2;17114
17115;38.98;Appartement;2;17115
17116;74.08;Appartement;5;17116
17117;60.99;Appartement;3;17117
17118;34.21;Appartement;1;17118
17119;60.93;Appartement;3;17119
17120;56.59;Appartement;2;17120
17121;45.06;Appartement;2;17121
17122;40.14;Appartement;2;17122
17123;18.58;Appartement;1;17123
17124;89.27;Maison;5;17124
17125;119.36;Maison;6;17125
17126;90.44;Appartement;5;17126
17127;111.09;Maison;5;17127
17128;79.94;Appartement;4;17128
17129;66.85;Appartement;4;17129
17130;60.25;Appartement;3;17130
17131;30.37;Appartement;2;17131
17132;36.14;Appartement;2;17132
17133;66.23;Appartement;3;17133
17134;136.55;Appartement;3;17134
17135;10.07;Appartement;1;17135
17136;22.54;Appartement;1;17136
17137;44.83;Appartement;2;17137
17138;118.46;Appartement;5;17138
17139;52.5;Appartement;2;17139
17140;38.42;Appartement;1;17140
17141;43.15;Appartement;4;17141
17142;40.19;Appartement;3;17142
17143;68.1;Appartement;3;17143
17144;34.31;Appartement;2;17144
17145;61.17;Appartement;3;17145
17146;22.08;Appartement;1;17146
17147;64.93;Appartement;2;17147
17148;66.67;Appartement;3;17148
17149;108.04;Appartement;4;17149
17150;93.3;Maison;4;17150
17151;68.28;Appartement;3;17151
17152;43.69;Appartement;2;17152
17153;61.72;Appartement;3;17153
17154;61.79;Appartement;3;17154
17155;74.14;Appartement;3;17155
17156;69.43;Appartement;3;17156
17157;69.17;Appartement;3;17157
17158;65.71;Appartement;3;17158
17159;92.25;Appartement;4;17159
17160;24.44;Appartement;2;17160
17161;86.04;Appartement;3;17161
17162;48.21;Appartement;2;17162
17163;57.29;Appartement;2;17163
17164;66.8;Appartement;4;17164
17165;75.01;Appartement;4;17165
17166;28.1;Appartement;1;17166
17167;66.22;Appartement;4;17167
17168;42.04;Appartement;2;17168
17169;56.64;Appartement;3;17169
17170;56.69;Appartement;4;17170
17171;42.62;Appartement;2;17171
17172;33.83;Appartement;1;17172
17173;99.42;Appartement;4;17173
17174;91.01;Maison;5;17174
17175;45.61;Appartement;2;17175
17176;45.45;Appartement;2;17176
17177;130.72;Maison;6;17177
17178;46.54;Appartement;2;17178
17179;39.6;Appartement;2;17179
17180;59.9;Appartement;3;17180
17181;21.04;Appartement;2;17181
17182;50.2;Appartement;3;17182
17183;40.15;Appartement;2;17183
17184;24.63;Appartement;1;17184
17185;41.61;Appartement;2;17185
17186;34.66;Appartement;1;17186
17187;76.2;Appartement;4;17187
17188;33.73;Appartement;2;17188
17189;24.06;Appartement;1;17189
17190;54.39;Appartement;2;17190
17191;65.53;Appartement;4;17191
17192;61.12;Appartement;3;17192
17193;21.2;Appartement;1;17193
17194;33.15;Appartement;2;17194
17195;41.88;Appartement;2;17195
17196;73.39;Maison;3;17196
17197;42.91;Appartement;2;17197
17198;33.62;Appartement;2;17198
17199;48.11;Appartement;2;17199
17200;65;Appartement;3;17200
17201;28.89;Appartement;2;17201
17202;68;Appartement;3;17202
17203;20.74;Appartement;1;17203
17204;66.9;Appartement;3;17204
17205;36.02;Appartement;2;17205
17206;63.68;Appartement;3;17206
17207;74.88;Appartement;3;17207
17208;46.38;Appartement;2;17208
17209;35.61;Appartement;2;17209
17210;25.46;Appartement;1;17210
17211;88.28;Maison;4;17211
17212;87.99;Appartement;3;17212
17213;66.72;Appartement;3;17213
17214;77.88;Appartement;4;17214
17215;54.19;Appartement;3;17215
17216;25.4;Appartement;1;17216
17217;59.13;Appartement;3;17217
17218;25.48;Appartement;1;17218
17219;56.32;Appartement;3;17219
17220;52.45;Appartement;3;17220
17221;48.33;Appartement;3;17221
17222;50.73;Appartement;1;17222
17223;87.9;Appartement;3;17223
17224;84.04;Appartement;4;17224
17225;56.1;Appartement;3;17225
17226;100.32;Maison;5;17226
17227;66.53;Appartement;4;17227
17228;61.27;Appartement;4;17228
17229;76.79;Appartement;4;17229
17230;59.99;Appartement;3;17230
17231;96.57;Maison;5;17231
17232;24.42;Appartement;1;17232
17233;73.09;Maison;4;17233
17234;64.92;Maison;3;17234
17235;43.6;Appartement;1;17235
17236;10.59;Appartement;1;17236
17237;30.66;Appartement;2;17237
17238;98.45;Maison;5;17238
17239;24.7;Appartement;1;17239
17240;52.6;Appartement;3;17240
17241;25.72;Appartement;3;17241
17242;79.58;Appartement;4;17242
17243;65.15;Maison;3;17243
17244;48.46;Appartement;2;17244
17245;35.32;Appartement;2;17245
17246;55.2;Appartement;3;17246
17247;42;Appartement;2;17247
17248;48.89;Appartement;2;17248
17249;69.4;Maison;3;17249
17250;53.4;Appartement;3;17250
17251;60.22;Appartement;3;17251
17252;18;Appartement;1;17252
17253;101.47;Maison;5;17253
17254;79.49;Appartement;4;17254
17255;66.36;Appartement;3;17255
17256;53.6;Appartement;2;17256
17257;46.72;Appartement;2;17257
17258;69.3;Appartement;3;17258
17259;40.35;Appartement;1;17259
17260;43;Appartement;2;17260
17261;31.37;Appartement;1;17261
17262;67.56;Appartement;3;17262
17263;63.08;Appartement;3;17263
17264;45.65;Appartement;2;17264
17265;32.99;Appartement;2;17265
17266;75.06;Maison;4;17266
17267;51.99;Appartement;3;17267
17268;22.35;Appartement;1;17268
17269;45.4;Appartement;2;17269
17270;57.38;Appartement;3;17270
17271;44.8;Appartement;2;17271
17272;47.26;Appartement;2;17272
17273;28.45;Appartement;2;17273
17274;10.15;Appartement;1;17274
17275;24.2;Appartement;1;17275
17276;67.04;Appartement;3;17276
17277;87.1;Appartement;4;17277
17278;47.32;Appartement;2;17278
17279;87.97;Maison;5;17279
17280;64;Appartement;3;17280
17281;27.35;Appartement;1;17281
17282;79.41;Appartement;3;17282
17283;64.6;Appartement;3;17283
17284;53.03;Appartement;2;17284
17285;111.15;Maison;5;17285
17286;109.02;Maison;4;17286
17287;40.24;Appartement;2;17287
17288;36.68;Appartement;2;17288
17289;60.7;Appartement;3;17289
17290;72.47;Appartement;5;17290
17291;31.42;Appartement;1;17291
17292;20.66;Appartement;1;17292
17293;31.45;Appartement;2;17293
17294;85.23;Appartement;4;17294
17295;105.73;Appartement;4;17295
17296;94.36;Appartement;4;17296
17297;22.02;Appartement;1;17297
17298;50.93;Appartement;1;17298
17299;38.2;Appartement;2;17299
17300;32.66;Appartement;1;17300
17301;21;Appartement;1;17301
17302;77.2;Maison;4;17302
17303;51.12;Appartement;2;17303
17304;86.52;Appartement;4;17304
17305;67.12;Appartement;3;17305
17306;26.16;Appartement;2;17306
17307;44.89;Appartement;2;17307
17308;76.05;Appartement;4;17308
17309;42.7;Appartement;2;17309
17310;66.8;Appartement;3;17310
17311;63.16;Appartement;3;17311
17312;58.34;Appartement;3;17312
17313;83.16;Appartement;4;17313
17314;79.5;Appartement;4;17314
17315;28.04;Appartement;1;17315
17316;68.94;Appartement;3;17316
17317;52.25;Appartement;2;17317
17318;32.03;Appartement;1;17318
17319;30.39;Appartement;1;17319
17320;31.38;Appartement;2;17320
17321;19.15;Appartement;1;17321
17322;96.98;Maison;5;17322
17323;73.7;Maison;4;17323
17324;43.18;Appartement;2;17324
17325;90.61;Appartement;3;17325
17326;59.58;Appartement;3;17326
17327;51.92;Appartement;2;17327
17328;44.06;Appartement;2;17328
17329;42.67;Appartement;2;17329
17330;35.03;Appartement;2;17330
17331;82.34;Maison;4;17331
17332;28.38;Appartement;1;17332
17333;94.19;Maison;4;17333
17334;65.27;Appartement;3;17334
17335;70.41;Appartement;4;17335
17336;46.43;Appartement;2;17336
17337;96.92;Appartement;5;17337
17338;55.76;Appartement;1;17338
17339;26.73;Appartement;1;17339
17340;33.7;Appartement;1;17340
17341;67.03;Appartement;3;17341
