index_adresse;numero_voie;complement_numero_voie;type_de_voie;nom_voie;code_postal;commune
31993;21;;AV;DE VERSAILLES;75 016 ;PARIS 16
31994;37;;RUE;RAYNOUARD;75 016 ;PARIS 16
31995;149;;RUE;DE LONGCHAMP;75 016 ;PARIS 16
31996;5;;RUE;DUFRENOY;75 016 ;PARIS 16
31997;7;;RUE;DE LA TOUR;75 016 ;PARIS 16
31998;7;;AV;PDT WILSON;75 016 ;PARIS 16
31999;26;;AV;PERRICHONT;75 016 ;PARIS 16
32000;43;;RUE;DU RANELAGH;75 016 ;PARIS 16
32001;48;;BD;MURAT;75 016 ;PARIS 16
32002;32;;RUE;DE L ASSOMPTION;75 016 ;PARIS 16
32003;27;;AV;DE LAMBALLE;75 016 ;PARIS 16
32004;9;;RUE;DESBORDES VALMORE;75 016 ;PARIS 16
32005;65;;RUE;JEAN DE LA FONTAINE;75 016 ;PARIS 16
32006;8;;RUE;SINGER;75 016 ;PARIS 16
32007;2;;SQ;JOUVENET;75 016 ;PARIS 16
32008;21;;AV;DU MAL MAUNOURY;75 016 ;PARIS 16
32009;48;;RUE;BOISSIERE;75 016 ;PARIS 16
32010;3;;RUE;LYAUTEY;75 016 ;PARIS 16
32011;4;;VLA;CHANEZ;75 016 ;PARIS 16
32012;114;;AV;VICTOR HUGO;75 016 ;PARIS 16
32013;3;;RUE;EDMOND ABOUT;75 016 ;PARIS 16
32014;48;;AV;FOCH;75 016 ;PARIS 16
32015;11;;RUE;JEAN BOLOGNE;75 016 ;PARIS 16
32016;4;;RUE;DE LA POMPE;75 016 ;PARIS 16
32017;4;;RUE;PICOT;75 016 ;PARIS 16
32018;11;;RUE;DU GAL DELESTRAINT;75 016 ;PARIS 16
32019;30;;RUE;FELICIEN DAVID;75 016 ;PARIS 16
32020;15;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32021;94;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32022;20;;RUE;JOUVENET;75 016 ;PARIS 16
32023;68;;BD;EXELMANS;75 016 ;PARIS 16
32024;3;;RUE;OCTAVE FEUILLET;75 016 ;PARIS 16
32025;24;;RUE;DE L ANNONCIATION;75 016 ;PARIS 16
32026;61;;RUE;D AUTEUIL;75 016 ;PARIS 16
32027;19;;RUE;DESBORDES VALMORE;75 016 ;PARIS 16
32028;97;;AV;VICTOR HUGO;75 016 ;PARIS 16
32029;51;;AV;FOCH;75 016 ;PARIS 16
32030;16;;RUE;FELICIEN DAVID;75 016 ;PARIS 16
32031;63;;AV;RAYMOND POINCARE;75 016 ;PARIS 16
32032;22;;RUE;DE LA TOUR;75 016 ;PARIS 16
32033;28;;RUE;SPONTINI;75 016 ;PARIS 16
32034;85;;BD;SUCHET;75 016 ;PARIS 16
32035;91;;RUE;DE LA POMPE;75 016 ;PARIS 16
32036;16;;RUE;LE MAROIS;75 016 ;PARIS 16
32037;4;;AV;DE L ABBE ROUSSEL;75 016 ;PARIS 16
32038;22;;RUE;LE MAROIS;75 016 ;PARIS 16
32039;41;;BD;DE MONTMORENCY;75 016 ;PARIS 16
32040;23;;RUE;LE SUEUR;75 016 ;PARIS 16
32041;192;;AV;VICTOR HUGO;75 016 ;PARIS 16
32042;42;;RUE;RIBERA;75 016 ;PARIS 16
32043;12;;BD;EXELMANS;75 016 ;PARIS 16
32044;4;B;RUE;PIERRE GUERIN;75 016 ;PARIS 16
32045;14;;AV;MARCEL PROUST;75 016 ;PARIS 16
32046;7;;RUE;DES EAUX;75 016 ;PARIS 16
32047;104;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32048;5;;AV;FREMIET;75 016 ;PARIS 16
32049;121;;BD;MURAT;75 016 ;PARIS 16
32050;3;;RUE;GOETHE;75 016 ;PARIS 16
32051;51;;RUE;DU GAL DELESTRAINT;75 016 ;PARIS 16
32052;34;;RUE;DES VIGNES;75 016 ;PARIS 16
32053;93;;RUE;DE LA FAISANDERIE;75 016 ;PARIS 16
32054;67;;RUE;DU RANELAGH;75 016 ;PARIS 16
32055;114;;RUE;MICHEL ANGE;75 016 ;PARIS 16
32056;34;;RUE;DOCTEUR BLANCHE;75 016 ;PARIS 16
32057;19;;RUE;DU GAL APPERT;75 016 ;PARIS 16
32058;3;;RUE;BENJAMIN FRANKLIN;75 016 ;PARIS 16
32059;67;;AV;MOZART;75 016 ;PARIS 16
32060;81;;RUE;DE LA FAISANDERIE;75 016 ;PARIS 16
32061;33;;RUE;SPONTINI;75 016 ;PARIS 16
32062;131;;BD;MURAT;75 016 ;PARIS 16
32063;94;;RUE;DE L ASSOMPTION;75 016 ;PARIS 16
32064;3;;RUE;DE TRAKTIR;75 016 ;PARIS 16
32065;4;;VLA;JOCELYN;75 016 ;PARIS 16
32066;34;;RUE;ERLANGER;75 016 ;PARIS 16
32067;51;;RUE;DU GAL DELESTRAINT;75 016 ;PARIS 16
32068;18;;RUE;MESNIL;75 016 ;PARIS 16
32069;7;B;VLA;EUGENE MANUEL;75 016 ;PARIS 16
32070;99;;RUE;DE LONGCHAMP;75 016 ;PARIS 16
32071;9;;RUE;DESBORDES VALMORE;75 016 ;PARIS 16
32072;100;;RUE;CHARDON LAGACHE;75 016 ;PARIS 16
32073;14;;AV;THEOPHILE GAUTIER;75 016 ;PARIS 16
32074;9;;AV;ALPHONSE XIII;75 016 ;PARIS 16
32075;39;;RUE;LE MAROIS;75 016 ;PARIS 16
32076;77;;RUE;BOILEAU;75 016 ;PARIS 16
32077;51;;RUE;MOLITOR;75 016 ;PARIS 16
32078;39;;AV;D EYLAU;75 016 ;PARIS 16
32079;2;;RUE;DEBROUSSE;75 016 ;PARIS 16
32080;33;;AV;THEOPHILE GAUTIER;75 016 ;PARIS 16
32081;28;;AV;MOZART;75 016 ;PARIS 16
32082;50;;RUE;LAURISTON;75 016 ;PARIS 16
32083;30;;AV;PDT WILSON;75 016 ;PARIS 16
32084;25;;AV;PIERRE 1ER SERBIE;75 016 ;PARIS 16
32085;46;;RUE;CHARDON LAGACHE;75 016 ;PARIS 16
32086;173;B;AV;DE VERSAILLES;75 016 ;PARIS 16
32087;69;;RUE;DE LA FAISANDERIE;75 016 ;PARIS 16
32088;21;;RUE;FANTIN LATOUR;75 016 ;PARIS 16
32089;95;;RUE;BOILEAU;75 016 ;PARIS 16
32090;40;;AV;FOCH;75 016 ;PARIS 16
32091;26;;RUE;POUSSIN;75 016 ;PARIS 16
32092;6;;RUE;EUGENE LABICHE;75 016 ;PARIS 16
32093;11;;RUE;DE LA FAISANDERIE;75 016 ;PARIS 16
32094;8;;RUE;MASPERO;75 016 ;PARIS 16
32095;3;;AV;FOCH;75 016 ;PARIS 16
32096;8;B;RUE;LAURENT PICHAT;75 016 ;PARIS 16
32097;171;;RUE;DE LA POMPE;75 016 ;PARIS 16
32098;26;B;RUE;JOUVENET;75 016 ;PARIS 16
32099;22;;RUE;LE MAROIS;75 016 ;PARIS 16
32100;12;;RUE;CHERNOVIZ;75 016 ;PARIS 16
32101;175;;AV;DE VERSAILLES;75 016 ;PARIS 16
32102;51;;RUE;DU GAL DELESTRAINT;75 016 ;PARIS 16
32103;6;;RUE;ROBERT LE COIN;75 016 ;PARIS 16
32104;10;;RUE;DE CIVRY;75 016 ;PARIS 16
32105;19;;RUE;DE CIVRY;75 016 ;PARIS 16
32106;35;;RUE;VITAL;75 016 ;PARIS 16
32107;112;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32108;23;;RUE;VAN LOO;75 016 ;PARIS 16
32109;42;;RUE;CHARDON LAGACHE;75 016 ;PARIS 16
32110;48;;AV;FOCH;75 016 ;PARIS 16
32111;15;;RUE;DES BELLES FEUILLES;75 016 ;PARIS 16
32112;19;;RUE;DU GAL DELESTRAINT;75 016 ;PARIS 16
32113;54;;AV;D IENA;75 016 ;PARIS 16
32114;48;;RUE;RAFFET;75 016 ;PARIS 16
32115;15;;RUE;DES BELLES FEUILLES;75 016 ;PARIS 16
32116;67;;BD;SUCHET;75 016 ;PARIS 16
32117;91;;RUE;BOILEAU;75 016 ;PARIS 16
32118;110;;AV;MOZART;75 016 ;PARIS 16
32119;3;;RUE;DE LA POMPE;75 016 ;PARIS 16
32120;66;;AV;KLEBER;75 016 ;PARIS 16
32121;14;;RUE;LE MAROIS;75 016 ;PARIS 16
32122;17;;RUE;PETRARQUE;75 016 ;PARIS 16
32123;49;;RUE;DE BOULAINVILLIERS;75 016 ;PARIS 16
32124;17;;RUE;JOUVENET;75 016 ;PARIS 16
32125;75;;RUE;MICHEL ANGE;75 016 ;PARIS 16
32126;77;;AV;RAYMOND POINCARE;75 016 ;PARIS 16
32127;18;;RUE;LALO;75 016 ;PARIS 16
32128;21;;RUE;POUSSIN;75 016 ;PARIS 16
32129;3;;RUE;DES EAUX;75 016 ;PARIS 16
32130;20;;RUE;JOUVENET;75 016 ;PARIS 16
32131;63;;AV;MARCEAU;75 016 ;PARIS 16
32132;8;;RUE;PAUL VALERY;75 016 ;PARIS 16
32133;92;;RUE;RAYNOUARD;75 016 ;PARIS 16
32134;26;;RUE;POUSSIN;75 016 ;PARIS 16
32135;23;;BD;DE BEAUSEJOUR;75 016 ;PARIS 16
32136;29;;RUE;DAVIOUD;75 016 ;PARIS 16
32137;20;;BD;SUCHET;75 016 ;PARIS 16
32138;24;;RUE;CLAUDE LORRAIN;75 016 ;PARIS 16
32139;21;;RUE;DESBORDES VALMORE;75 016 ;PARIS 16
32140;107;;RUE;LAURISTON;75 016 ;PARIS 16
32141;19;;RUE;OCTAVE FEUILLET;75 016 ;PARIS 16
32142;130;;AV;DE VERSAILLES;75 016 ;PARIS 16
32143;22;;AV;FOCH;75 016 ;PARIS 16
32144;20;;RUE;LAURISTON;75 016 ;PARIS 16
32145;64;B;RUE;PERGOLESE;75 016 ;PARIS 16
32146;6;;RUE;ROBERT LE COIN;75 016 ;PARIS 16
32147;42;B;AV;GEORGES MANDEL;75 016 ;PARIS 16
32148;131;;AV;DE MALAKOFF;75 016 ;PARIS 16
32149;17;;AV;VION WHITCOMB;75 016 ;PARIS 16
32150;5;;RUE;CHALGRIN;75 016 ;PARIS 16
32151;19;;RUE;MASSENET;75 016 ;PARIS 16
32152;22;;AV;DE LAMBALLE;75 016 ;PARIS 16
32153;166;;AV;DE VERSAILLES;75 016 ;PARIS 16
32154;5;;RUE;ISABEY;75 016 ;PARIS 16
32155;43;;RUE;DE CHAILLOT;75 016 ;PARIS 16
32156;56;;RUE;DE LA POMPE;75 016 ;PARIS 16
32157;39;;RUE;MOLITOR;75 016 ;PARIS 16
32158;11;;RUE;RENE BAZIN;75 016 ;PARIS 16
32159;117;;BD;MURAT;75 016 ;PARIS 16
32160;7;;RUE;DUBAN;75 016 ;PARIS 16
32161;108;;RUE;MICHEL ANGE;75 016 ;PARIS 16
32162;52;;RUE;DOCTEUR BLANCHE;75 016 ;PARIS 16
32163;128;;RUE;DE LA POMPE;75 016 ;PARIS 16
32164;47;;RUE;ERLANGER;75 016 ;PARIS 16
32165;1;;VLA;CHANEZ;75 016 ;PARIS 16
32166;78;;RUE;MICHEL ANGE;75 016 ;PARIS 16
32167;1;;VLA;JOCELYN;75 016 ;PARIS 16
32168;8;;RUE;PAUL DUPUY;75 016 ;PARIS 16
32169;126;;AV;DE VERSAILLES;75 016 ;PARIS 16
32170;103;;AV;DE VERSAILLES;75 016 ;PARIS 16
32171;42;;BD;EXELMANS;75 016 ;PARIS 16
32172;50;;RUE;JEAN DE LA FONTAINE;75 016 ;PARIS 16
32173;15;;RUE;D AUTEUIL;75 016 ;PARIS 16
32174;2;;RUE;AUGUSTE MAQUET;75 016 ;PARIS 16
32175;46;;RUE;RAFFET;75 016 ;PARIS 16
32176;22;;RUE;SPONTINI;75 016 ;PARIS 16
32177;5;;RUE;JOUVENET;75 016 ;PARIS 16
32178;127;;RUE;DE LA POMPE;75 016 ;PARIS 16
32179;14;;RUE;WEBER;75 016 ;PARIS 16
32180;17;;RUE;LAURISTON;75 016 ;PARIS 16
32181;19;;RUE;DE L YVETTE;75 016 ;PARIS 16
32182;56;;BD;EXELMANS;75 016 ;PARIS 16
32183;73;;AV;DE VERSAILLES;75 016 ;PARIS 16
32184;7;;RUE;LEKAIN;75 016 ;PARIS 16
32185;12;;RUE;SAINT DIDIER;75 016 ;PARIS 16
32186;46;;BD;FLANDRIN;75 016 ;PARIS 16
32187;31;;RUE;RAFFET;75 016 ;PARIS 16
32188;77;;RUE;DE LA POMPE;75 016 ;PARIS 16
32189;116;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32190;90;;RUE;RAYNOUARD;75 016 ;PARIS 16
32191;11;;RUE;DE MAGDEBOURG;75 016 ;PARIS 16
32192;11;;RUE;DE MAGDEBOURG;75 016 ;PARIS 16
32193;97;;AV;VICTOR HUGO;75 016 ;PARIS 16
32194;14;;RUE;DE MUSSET;75 016 ;PARIS 16
32195;1;;RUE;EDOUARD FOURNIER;75 016 ;PARIS 16
32196;131;;AV;DE MALAKOFF;75 016 ;PARIS 16
32197;4;;VC;HAM BERANGER;75 016 ;PARIS 16
32198;37;;RUE;SCHEFFER;75 016 ;PARIS 16
32199;131;;AV;DE MALAKOFF;75 016 ;PARIS 16
32200;11;;AV;MOZART;75 016 ;PARIS 16
32201;1;;RUE;JACQUES OFFENBACH;75 016 ;PARIS 16
32202;6;;RUE;MIRABEAU;75 016 ;PARIS 16
32203;35;;AV;THEOPHILE GAUTIER;75 016 ;PARIS 16
32204;3;;RUE;LEONARD DE VINCI;75 016 ;PARIS 16
32205;1;;RUE;DE MUSSET;75 016 ;PARIS 16
32206;7;;RUE;VITAL;75 016 ;PARIS 16
32207;6;;RUE;GUDIN;75 016 ;PARIS 16
32208;13;;RUE;DE BASSANO;75 016 ;PARIS 16
32209;34;;RUE;FELICIEN DAVID;75 016 ;PARIS 16
32210;6;;RUE;RAFFET;75 016 ;PARIS 16
32211;44;;RUE;SAINT DIDIER;75 016 ;PARIS 16
32212;37;;RUE;ERLANGER;75 016 ;PARIS 16
32213;19;;RUE;DE L YVETTE;75 016 ;PARIS 16
32214;57;;RUE;DE LA POMPE;75 016 ;PARIS 16
32215;46;;RUE;RAFFET;75 016 ;PARIS 16
32216;31;;RUE;RAFFET;75 016 ;PARIS 16
32217;4;;RUE;DES EAUX;75 016 ;PARIS 16
32218;8;;RUE;DE L ASSOMPTION;75 016 ;PARIS 16
32219;49;;BD;MURAT;75 016 ;PARIS 16
32220;3;;SQ;DES ECRIVAINS COMBATTANTS;75 016 ;PARIS 16
32221;34;;RUE;D AUTEUIL;75 016 ;PARIS 16
32222;19;;AV;LA GRANDE ARMEE;75 016 ;PARIS 16
32223;90;;BD;FLANDRIN;75 016 ;PARIS 16
32224;43;;RUE;DE BOULAINVILLIERS;75 016 ;PARIS 16
32225;30;;RUE;FELICIEN DAVID;75 016 ;PARIS 16
32226;8;;RUE;GERICAULT;75 016 ;PARIS 16
32227;39;;BD;SUCHET;75 016 ;PARIS 16
32228;32;;AV;FOCH;75 016 ;PARIS 16
32229;3;;AV;BOUDON;75 016 ;PARIS 16
32230;28;;RUE;LE SUEUR;75 016 ;PARIS 16
32231;38;;RUE;MICHEL ANGE;75 016 ;PARIS 16
32232;59;;RUE;CHARDON LAGACHE;75 016 ;PARIS 16
32233;97;;AV;VICTOR HUGO;75 016 ;PARIS 16
32234;4;;AV;DE LAMBALLE;75 016 ;PARIS 16
32235;13;;RUE;DES BELLES FEUILLES;75 016 ;PARIS 16
32236;9;;RUE;DE SIAM;75 016 ;PARIS 16
32237;3;;RUE;DE CIVRY;75 016 ;PARIS 16
32238;4;;RUE;BEETHOVEN;75 016 ;PARIS 16
32239;31;;RUE;COPERNIC;75 016 ;PARIS 16
32240;39;;RUE;GROS;75 016 ;PARIS 16
32241;41;;RUE;GALILEE;75 016 ;PARIS 16
32242;176;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32243;10;;RUE;DE CIVRY;75 016 ;PARIS 16
32244;4;;VLA;FLORE;75 016 ;PARIS 16
32245;14;;RUE;JEAN DE LA FONTAINE;75 016 ;PARIS 16
32246;14;;RUE;DES SABLONS;75 016 ;PARIS 16
32247;3;;RUE;NARCISSE DIAZ;75 016 ;PARIS 16
32248;34;;RUE;ERLANGER;75 016 ;PARIS 16
32249;25;;RUE;LECONTE DE LISLE;75 016 ;PARIS 16
32250;29;;RUE;DU GAL DELESTRAINT;75 016 ;PARIS 16
32251;88;B;RUE;MICHEL ANGE;75 016 ;PARIS 16
32252;37;;RUE;MICHEL ANGE;75 016 ;PARIS 16
32253;3;;RUE;DE CIVRY;75 016 ;PARIS 16
32254;11;;RUE;DE MAGDEBOURG;75 016 ;PARIS 16
32255;45;;BD;MURAT;75 016 ;PARIS 16
32256;5;;SQ;MIGNOT;75 016 ;PARIS 16
32257;37;;RUE;RIBERA;75 016 ;PARIS 16
32258;39;;BD;SUCHET;75 016 ;PARIS 16
32259;88;T;RUE;MICHEL ANGE;75 016 ;PARIS 16
32260;1;;PL;DE L ALMA;75 016 ;PARIS 16
32261;8;;RUE;DES PATURES;75 016 ;PARIS 16
32262;5;;RUE;LEROUX;75 016 ;PARIS 16
32263;13;;AV;DE VERSAILLES;75 016 ;PARIS 16
32264;14;;RUE;DES MARRONNIERS;75 016 ;PARIS 16
32265;81;;RUE;MICHEL ANGE;75 016 ;PARIS 16
32266;20;;AV;DE VERSAILLES;75 016 ;PARIS 16
32267;16;;RUE;CORTAMBERT;75 016 ;PARIS 16
32268;104;;RUE;BOILEAU;75 016 ;PARIS 16
32269;50;;RUE;PERGOLESE;75 016 ;PARIS 16
32270;2;;RUE;DE CIVRY;75 016 ;PARIS 16
32271;131;;AV;DE MALAKOFF;75 016 ;PARIS 16
32272;114;;RUE;MICHEL ANGE;75 016 ;PARIS 16
32273;13;;RUE;SPONTINI;75 016 ;PARIS 16
32274;3;;RUE;VERDI;75 016 ;PARIS 16
32275;6;;BD;SUCHET;75 016 ;PARIS 16
32276;18;;AV;DE VERSAILLES;75 016 ;PARIS 16
32277;12;;RUE;LE SUEUR;75 016 ;PARIS 16
32278;95;;RUE;DE PASSY;75 016 ;PARIS 16
32279;33;;RUE;RAYNOUARD;75 016 ;PARIS 16
32280;4;;RUE;CHARLES DICKENS;75 016 ;PARIS 16
32281;93;;RUE;DE LA FAISANDERIE;75 016 ;PARIS 16
32282;100;;AV;KLEBER;75 016 ;PARIS 16
32283;112;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32284;108;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32285;24;;RUE;HENRI HEINE;75 016 ;PARIS 16
32286;46;;RUE;RAFFET;75 016 ;PARIS 16
32287;2;;RUE;DECAMPS;75 016 ;PARIS 16
32288;5;;RUE;PAUL DUPUY;75 016 ;PARIS 16
32289;77;;BD;SUCHET;75 016 ;PARIS 16
32290;23;;RUE;JEAN DE LA FONTAINE;75 016 ;PARIS 16
32291;31;;RUE;RAYNOUARD;75 016 ;PARIS 16
32292;51;;RUE;DU GAL DELESTRAINT;75 016 ;PARIS 16
32293;2;;RUE;GREUZE;75 016 ;PARIS 16
32294;58;;BD;EMILE AUGIER;75 016 ;PARIS 16
32295;20;;AV;RENE BOYLESVE;75 016 ;PARIS 16
32296;6;;VLA;DE BEAUSEJOUR;75 016 ;PARIS 16
32297;18;;RUE;GALILEE;75 016 ;PARIS 16
32298;83;;RUE;DE L ASSOMPTION;75 016 ;PARIS 16
32299;94;;AV;D IENA;75 016 ;PARIS 16
32300;9;;RUE;VICTORIEN SARDOU;75 016 ;PARIS 16
32301;4;;RUE;FOUCAULT;75 016 ;PARIS 16
32302;1;;RUE;MIRABEAU;75 016 ;PARIS 16
32303;15;;BD;EXELMANS;75 016 ;PARIS 16
32304;116;;QUAI;LOUIS BLERIOT;75 016 ;PARIS 16
32305;6;;RUE;DAUMIER;75 016 ;PARIS 16
32306;85;;RUE;JEAN DE LA FONTAINE;75 016 ;PARIS 16
32307;81;B;RUE;LAURISTON;75 016 ;PARIS 16
32308;24;;BD;EXELMANS;75 016 ;PARIS 16
32309;8;;RUE;BOILEAU;75 016 ;PARIS 16
32310;8;;RUE;RENE BAZIN;75 016 ;PARIS 16
32311;15;B;RUE;GEORGES BIZET;75 016 ;PARIS 16
32312;14;;RUE;PAUL VALERY;75 016 ;PARIS 16
32313;35;;RUE;DE CHAILLOT;75 016 ;PARIS 16
32314;16;;RUE;LECONTE DE LISLE;75 016 ;PARIS 16
32315;4;;RUE;OSWALDO CRUZ;75 016 ;PARIS 16
32316;13;;RUE;BOIS LE VENT;75 016 ;PARIS 16
32317;8;;RUE;CDT SCHLOESING;75 016 ;PARIS 16
32318;178;;AV;DE VERSAILLES;75 016 ;PARIS 16
32319;19;;RUE;PIERRE GUERIN;75 016 ;PARIS 16
32320;52;;AV;DES TILLEULS;75 016 ;PARIS 16
32321;129;;RUE;DE LA POMPE;75 016 ;PARIS 16
32322;6;;RUE;OSWALDO CRUZ;75 016 ;PARIS 16
32323;28;;RUE;GEORGE SAND;75 016 ;PARIS 16
32324;28;;AV;FOCH;75 016 ;PARIS 16
32325;10;;RUE;GREUZE;75 016 ;PARIS 16
32326;5;;RUE;MIRABEAU;75 016 ;PARIS 16
32327;101;;RUE;DE LA FAISANDERIE;75 016 ;PARIS 16
32328;79;;BD;EXELMANS;75 016 ;PARIS 16
32329;12;;SQ;HENRY PATE;75 016 ;PARIS 16
32330;53;;RUE;BOISSIERE;75 016 ;PARIS 16
32331;9;;RUE;LOUIS DAVID;75 016 ;PARIS 16
32332;21;B;AV;D IENA;75 016 ;PARIS 16
32333;34;;BD;EXELMANS;75 016 ;PARIS 16
32334;34;;BD;EXELMANS;75 016 ;PARIS 16
32335;10;;RUE;CORTAMBERT;75 016 ;PARIS 16
32336;15;;AV;PERRICHONT;75 016 ;PARIS 16
32337;61;;AV;MARCEAU;75 016 ;PARIS 16
32338;12;B;RUE;RAYNOUARD;75 016 ;PARIS 16
32339;1;;AV;ALPHONSE XIII;75 016 ;PARIS 16
32340;50;;RUE;DE BOULAINVILLIERS;75 016 ;PARIS 16
32341;19;;AV;PAUL DOUMER;75 016 ;PARIS 16
32342;175;;BD;MURAT;75 016 ;PARIS 16
32343;73;B;BD;EXELMANS;75 016 ;PARIS 16
32344;25;;AV;DE LAMBALLE;75 016 ;PARIS 16
32345;68;;AV;DE VERSAILLES;75 016 ;PARIS 16
32346;123;;RUE;DE LA TOUR;75 016 ;PARIS 16
32347;45;;BD;DE MONTMORENCY;75 016 ;PARIS 16
32348;6;;RUE;DUMONT D URVILLE;75 016 ;PARIS 16
32349;181;;AV;DE VERSAILLES;75 016 ;PARIS 16
32350;134;;AV;DE VERSAILLES;75 016 ;PARIS 16
32351;8;;RUE;BENOUVILLE;75 016 ;PARIS 16
32352;82;;BD;FLANDRIN;75 016 ;PARIS 16
32353;3;;RUE;MOLITOR;75 016 ;PARIS 16
32354;7;;BD;SUCHET;75 016 ;PARIS 16
32355;47;;RUE;COPERNIC;75 016 ;PARIS 16
32356;91;;RUE;BOILEAU;75 016 ;PARIS 16
32357;26;;RUE;CHARDON LAGACHE;75 016 ;PARIS 16
32358;46;;RUE;RAFFET;75 016 ;PARIS 16
32359;45;;RUE;DES VIGNES;75 016 ;PARIS 16
32360;20;;RUE;DES SABLONS;75 016 ;PARIS 16
32361;134;;AV;DE MALAKOFF;75 016 ;PARIS 16
32362;91;;RUE;BOILEAU;75 016 ;PARIS 16
32363;23;;BD;FLANDRIN;75 016 ;PARIS 16
32364;2;;AV;EMILE BERGERAT;75 016 ;PARIS 16
32365;3;;RUE;TALMA;75 016 ;PARIS 16
32366;22;B;RUE;DE LUBECK;75 016 ;PARIS 16
32367;98;;RUE;NOLLET;75 017 ;PARIS 17
32368;62;;RUE;LEGENDRE;75 017 ;PARIS 17
32369;11;;RUE;DE L ARC DE TRIOMPHE;75 017 ;PARIS 17
32370;6;;RUE;ARTHUR BRIERE;75 017 ;PARIS 17
32371;53;;RUE;LEGENDRE;75 017 ;PARIS 17
32372;15;;AV;NIEL;75 017 ;PARIS 17
32373;32;;RUE;LEGENDRE;75 017 ;PARIS 17
32374;18;;BD;PEREIRE;75 017 ;PARIS 17
32375;12;;RUE;LA CONDAMINE;75 017 ;PARIS 17
32376;3;;RUE;RENNEQUIN;75 017 ;PARIS 17
32377;45;;RUE;DES MOINES;75 017 ;PARIS 17
32378;68;;RUE;MSTISLAV ROSTROPOVITCH;75 017 ;PARIS 17
32379;181;;BD;PEREIRE;75 017 ;PARIS 17
32380;46;;RUE;DES DAMES;75 017 ;PARIS 17
32381;9;;RUE;BELIDOR;75 017 ;PARIS 17
32382;16;;RUE;THEODORE DE BANVILLE;75 017 ;PARIS 17
32383;36;B;RUE;JOUFFROY D'ABBANS;75 017 ;PARIS 17
32384;7;;RUE;NOLLET;75 017 ;PARIS 17
32385;26;;RUE;TRUFFAUT;75 017 ;PARIS 17
32386;3;;RUE;BRIDAINE;75 017 ;PARIS 17
32387;12;;RUE;BESSIERES;75 017 ;PARIS 17
32388;25;;RUE;RUHMKORFF;75 017 ;PARIS 17
32389;95;;RUE;NOLLET;75 017 ;PARIS 17
32390;132;;RUE;DE TOCQUEVILLE;75 017 ;PARIS 17
32391;49;;BD;BESSIERES;75 017 ;PARIS 17
32392;11;;CITE;DE PUSY;75 017 ;PARIS 17
32393;26;;RUE;TRUFFAUT;75 017 ;PARIS 17
32394;38;;RUE;TRUFFAUT;75 017 ;PARIS 17
32395;36;;BD;DES BATIGNOLLES;75 017 ;PARIS 17
32396;5;;BD;GOUVION ST CYR;75 017 ;PARIS 17
32397;23;;RUE;DES ACACIAS;75 017 ;PARIS 17
32398;60;;RUE;GUY MOQUET;75 017 ;PARIS 17
32399;17;;RUE;DE CHEROY;75 017 ;PARIS 17
32400;138;;RUE;DE COURCELLES;75 017 ;PARIS 17
32401;43;;RUE;LACROIX;75 017 ;PARIS 17
32402;30;;RUE;CARDINET;75 017 ;PARIS 17
32403;30;;RUE;LANTIEZ;75 017 ;PARIS 17
32404;48;;RUE;LA CONDAMINE;75 017 ;PARIS 17
32405;16;;AV;DE VILLIERS;75 017 ;PARIS 17
32406;90;;RUE;DES MOINES;75 017 ;PARIS 17
32407;11;;RUE;LACROIX;75 017 ;PARIS 17
32408;40;;RUE;LACROIX;75 017 ;PARIS 17
32409;19;;RUE;PONCELET;75 017 ;PARIS 17
32410;2;B;RUE;DES MOINES;75 017 ;PARIS 17
32411;32;;RUE;MEDERIC;75 017 ;PARIS 17
32412;181;;RUE;DE COURCELLES;75 017 ;PARIS 17
32413;162;;BD;BERTHIER;75 017 ;PARIS 17
32414;5;;RUE;JEAN LECLAIRE;75 017 ;PARIS 17
32415;91;;AV;DES TERNES;75 017 ;PARIS 17
32416;24;;RUE;DU DOCTEUR HEULIN;75 017 ;PARIS 17
32417;138;;RUE;DE COURCELLES;75 017 ;PARIS 17
32418;26;;RUE;DU PRINTEMPS;75 017 ;PARIS 17
32419;15;;RUE;D HELIOPOLIS;75 017 ;PARIS 17
32420;106;;AV;DES TERNES;75 017 ;PARIS 17
32421;53;;RUE;POUCHET;75 017 ;PARIS 17
32422;14;;RUE;DES ACACIAS;75 017 ;PARIS 17
32423;4;;RUE;FOURCROY;75 017 ;PARIS 17
32424;106;;AV;DES TERNES;75 017 ;PARIS 17
32425;11;;RUE;DU DR PAUL BROUSSE;75 017 ;PARIS 17
32426;11;;RUE;NAVIER;75 017 ;PARIS 17
32427;3;;RUE;PIERRE DEMOURS;75 017 ;PARIS 17
32428;7;;RUE;CATULLE MENDES;75 017 ;PARIS 17
32429;32;;PL;ST FERDINAND;75 017 ;PARIS 17
32430;12;;RUE;CLAIRAUT;75 017 ;PARIS 17
